"SYMBOL 
","SERIES 
","BOND TYPE 
","COUPON RATE 
","FACE VALUE 
","LTP 
","%CHNG 
","VOLUME 
(Shares)","VALUE 
 (₹ Crores)"," 
","CREDIT RATING 
","MATURITY DATE 
"
"704IRFC26","NL","Regular","7.04","1,000.00","1,040.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","22-Mar-2026"
"707IRFC25","NF","Regular","7.07","1,000.00","1,030.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","21-Dec-2025"
"728NTPC30B","N9","Regular","7.28","1,000.00","1,096.00","-","-","-",,"CRISIL AAA / CARE AAA / ICRA AAA STABLE","05-Oct-2030"
"10IIFLSF27","NB","Regular","10.00","1,000.00","1,099.00","-","-","-",,"CRISIL AA-/ACUITE AA ","21-Jun-2027"
"935MOFSL29","N5","Regular","9.35","1,000.00","1,050.50","-","-","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2029"
"IIFLZC26A","NR","Regular","-","1,000.00","1,171.00","-","-","-",,"CRISIL AA Stable / ICRA AA  Stable","24-Jan-2026"
"1015UCL26","N1","Regular","10.15","1,000.00","987.00","-","-","-",,"IND A+/ Stable","24-Apr-2026"
"CAGL26","NA","Regular","-","1,000.00","1,141.74","-","-","-",,"AA-/Stable","07-Jun-2026"
"885IHL26","N1","Regular","8.85","1,000.00","987.50","-","-","-",,"CRISIL AA/ Stable & Ind-RA AA/ Stable","26-Dec-2026"
"1075SCL34T","N1","Regular","10.75","1,000.00","950.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2034"
"865IHFL27","N1","Regular","8.65","1,000.00","970.00","-","-","-",,"CRISIL AA/ Stable & Ind-RA AA/ Stable","26-Dec-2026"
"9IHFL27","N1","Regular","9.00","1,000.00","994.83","-","-","-",,"CRISIL AA/ Stable & Ind-RA AA/ Stable","26-Dec-2027"
"925SCL27B","N1",,"-","-","1,000.00","-","-","-",,,"-"
"1030SFIL28","NM",,"-","-","580.00","-0.46","-","-",,,"-"
"850SCL25A","NW",,"-","-","907.88","-","-","-",,,"-"
"843SCL27","YS",,"-","-","-","-","-","-",,,"-"
"801TCH28","N7","Regular","8.01","1,000.00","-","-","-","-",,"CRISIL AAA STABLE / ICRA AAA STABLE","14-Jan-2028"
"971SCL29T","N1","Regular","9.71","1,000.00","950.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2029"
"940SCL27A","N1","Regular","9.40","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2027"
"85PCHFL26","N7","Regular","8.50","1,000.00","-","-","-","-",,"CARE AA / ICRA AA ","23-Jul-2026"
"902SCL27C","N1","Regular","9.02","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2027"
"850CIFCL26","NE","Regular","8.50","1,000.00","1,000.00","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","07-Dec-2026"
"925IHFL25E","N8","Regular","8.30","1,000.00","1,049.00","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","09-Sep-2026"
"10CAGL27","N5","Regular","10.00","1,000.00","1,010.10","-","-","-",,"IRR AA-/Stable","23-Nov-2027"
"79NHIT35","N1","Regular","7.90","300.00","306.62","-","-","-",,"CARE AAA Stable / IND AAA/Stable","24-Oct-2035"
"840CIFCL28","N4","Regular","8.40","1,000.00","997.50","-","-","-",,"ICRA AA+","04-May-2028"
"865IFL28","NZ","Regular","8.65","1,000.00","952.00","-","-","-",,"CRISIL AA Stable / ICRA AA Stable","28-Jun-2028"
"885TCAPS29","NC",,"-","-","1,077.05","-","-","-",,,"-"
"960ISFL25","N1","Regular","9.60","1,000.00","1,015.00","-","-","-",,"CRISIL AA-Positive /ACUITE AA- Stable","21-Dec-2025"
"96IIFL28","N5","Regular","9.60","1,000.00","952.00","-","-","-",,"CRISIL AA Stable / BWR AA+  Negative","03-Nov-2028"
"9IIFL28A","NT","Regular","9.00","1,000.00","963.00","-","-","-",,"CRISIL AA Stable / ICRA AA  Stable","24-Jan-2028"
"1075UCL25","N9","Regular","10.75","1,000.00","1,002.51","-","-","-",,"FITCH A/Stable","27-Aug-2025"
"736PFCL28","N2","Regular","-","-","1,060.00","-","-","-",,,"04-Jan-2028"
"738REC27TF","N2","Regular","7.38","1,000.00","1,064.25","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","19-Dec-2027"
"84CIFCL28","NA","Regular","8.40","1,000.00","1,034.00","0.88","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","09-Aug-2028"
"94SFL28","YL","Regular","9.40","1,000.00","1,090.10","-","-","-",,"CRISIL AA+ STABLE /  IND AA+ STABLE","12-Jul-2028"
"739NHAI31A","ND","Regular","7.39","1,000.00","1,150.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","09-Mar-2031"
"1075NFL25","N6","Regular","10.75","1,000.00","1,060.21","-","-","-",,"CRISIL A Stable","18-Oct-2025"
"1050IIFL29","ND","Regular","10.50","1,000.00","1,029.90","-","-","-",,"CRISIL AA-/ACUITE AA ","21-Jun-2029"
"990SCL26","N7",,"-","-","715.00","-","-","-",,,"-"
"861REC34","ND","Regular","8.61","1,000.00","1,800.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA ","24-Mar-2034"
"9TCAP28","N9",,"-","-","1,000.00","-","-","-",,,"-"
"1090NFL26","NB","Regular","10.90","1,000.00","1,020.00","-","-","-",,"CRISIL A/Stable","13-Jun-2026"
"1015SCL28","NR",,"-","-","918.00","-","-","-",,,"-"
"CIFCZC28","NH","Regular","-","1,000.00","1,072.50","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","07-Dec-2028"
"890NHB34","N7","Regular","8.90","5,000.00","6,180.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA STABLE","24-Mar-2034"
"889SCL27","YT",,"-","-","950.00","-","-","-",,,"-"
"948SCL26A","NN",,"-","-","675.00","-","-","-",,,"-"
"925SCL26F","N1","Regular","9.25","1,000.00","950.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2026"
"880IREDA29","N5","Regular","8.80","1,000.00","1,115.00","-","-","-",,"CARE AAA (SO) / BWR AAA (SO) STABLE","13-Mar-2029"
"IIFLZC28C","N6","Regular","-","1,000.00","1,291.40","-","-","-",,"CRISIL AA Stable / BWR AA+  Negative","03-Nov-2028"
"97MOFSL34","N7","Regular","9.70","1,000.00","1,143.95","-","-","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2034"
"920IIFLS26","N8","Regular","9.20","1,000.00","978.21","-","-","-",,"CRISIL AA-/ACUITE AA ","21-Jun-2026"
"965IFSL26","N6","Regular","9.65","1,000.00","969.00","-","-","-",,"CRISIL A+/Stable","02-May-2026"
"875SCL23A","YI",,"-","-","940.00","-","-","-",,,"-"
"966SFIL25A","NI",,"-","-","988.00","-","-","-",,,"-"
"119VCCL26","N0",,"-","-","95,000.00","-","-","-",,,"-"
"SCL25924D","N1","Regular","-","1,000.00","1,000.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2027"
"865LTF26","NN",,"-","-","1,036.10","-","-","-",,,"-"
"12VCCL29B","N0",,"-","-","98,450.00","-","-","-",,,"-"
"865NHB34","N4","Regular","8.65","5,000.00","6,570.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA STABLE","24-Mar-2034"
"960IIFL30","Y2",,"-","-","-","-","-","-",,,"-"
"965SCL27","N1",,"-","-","960.00","-","-","-",,,"-"
"902SCL28","N1",,"-","-","-","-","-","-",,,"-"
"1175PPPL27","N0",,"-","-","1,00,000.00","-","-","-",,,"-"
"9IIFL26","NV",,"-","-","-","-","-","-",,,"-"
"858HUDCO29","NC","Regular","-","-","1,367.30","-","-","-",,,"13-Jan-2029"
"IMC1","N3",,"-","-","256.00","-","-","-",,,"-"
"IIFLZC26B","NY","Regular","-","1,000.00","1,127.55","-","-","-",,"CRISIL AA Stable / ICRA AA Stable","28-Jun-2026"
"735NABAR31","N1","Regular","-","-","1,105.00","-","-","-",,,"23-Mar-2031"
"848NTPC28","N2","Regular","8.48","1,000.00","1,200.00","-","-","-",,"CRISIL AAA / ICRA AAA STABLE","16-Dec-2028"
"728IRFC30","NG","Regular","7.28","1,000.00","1,115.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","21-Dec-2030"
"79NHIT47","N3","Regular","7.90","400.00","410.00","-","-","-",,"CARE AAA Stable / IND AAA/Stable","14-Nov-2047"
"879NHPC28","N5","Regular","8.79","1,000.00","1,114.00","-","-","-",,"CARE AAA / ICRA AAA / IND AAA (IND) ","02-Nov-2028"
"920PEL28","N2","Regular","9.20","1,000.00","1,035.00","-","-","-",,"AA/Stable, AA/Stable","03-Nov-2028"
"IIFLZC28","NG","Regular","-","1,000.00","1,374.01","-","-","-",,"CRISIL AA Negative / BWR AA+ Negative","24-Jun-2028"
"0MOFSL26","N1","Regular","-","1,000.00","1,053.80","-","-","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2026"
"740IIFCL33","N1","Regular","-","-","1,145.10","-","-","-",,,"22-Jan-2033"
"854NHPC28","N2","Regular","8.54","1,000.00","1,104.00","-","-","-",,"CARE AAA / ICRA AAA / IND AAA (IND) ","02-Nov-2028"
"1050UCL25","N7","Regular","10.50","1,000.00","1,000.00","-","-","-",,"ACUITE A+ / CRISIL A-","26-Sep-2025"
"797IGT31","NL","Regular","7.97","1,000.00","1,005.00","-","-","-",,"IND AAA Stable / CRISIL AAA Stable","06-May-2031"
"850NHAI29","N5","Regular","8.50","1,000.00","1,118.99","-","-","-",,"CRISIL AAA STABLE / CARE AAA / BWR AAA STABLE ","05-Feb-2029"
"812REC27","NI","Regular","-","-","1,108.20","-","-","-",,,"27-Mar-2027"
"892NHPC33","N6","Regular","8.92","1,000.00","1,232.00","-","-","-",,"CARE AAA / ICRA AAA / IND AAA (IND) ","02-Nov-2033"
"735IRFC31","NM","Regular","7.35","1,000.00","1,250.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","22-Mar-2031"
"965SCL25A","NF",,"-","-","1,005.00","-","-","-",,,"-"
"AEL120924B","N8","Regular","-","1,000.00","1,050.00","-","-","-",,"CARE A+","12-Sep-2029"
"AEL120924","N2","Regular","-","1,000.00","1,010.00","-","-","-",,"CARE A+","12-Sep-2026"
"875CIFC23B","NJ","Regular","8.45","1,000.00","999.02","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","31-Jan-2026"
"888REC29","NF","Regular","8.88","1,000.00","1,142.50","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA ","24-Mar-2029"
"IIFLZC28B","Y1","Regular","-","1,000.00","1,063.10","-","-","-",,"CRISIL AA Stable / ICRA AA Stable","28-Jun-2028"
"872MMFSL26","N1","Regular","-","-","1,022.00","-","-","-",,,"06-Jun-2026"
"9IIFL28","Y0","Regular","9.00","1,000.00","1,013.00","0.01","-","-",,"CRISIL AA Stable / ICRA AA Stable","28-Jun-2028"
"CIFCZC25","ND","Regular","-","1,000.00","1,067.00","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","07-Dec-2025"
"925SCL28B","YC",,"-","-","984.00","-","-","-",,,"-"
"868NHB29","N3","Regular","8.68","5,000.00","5,550.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA STABLE","24-Mar-2029"
"89IHFL29","N1","Regular","8.90","1,000.00","982.00","-","-","-",,"CRISIL AA/ Stable & Ind-RA AA/ Stable","26-Dec-2027"
"935TSIIC28","N0",,"-","-","1,03,026.00","-","-","-",,,"-"
"SCL25924C","N1","Regular","-","1,000.00","820.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2027"
"985SFIL28","NO",,"-","-","700.00","-","-","-",,,"-"
"948SCL27D","N1","Regular","9.48","1,000.00","975.28","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2027"
"SCL271224A","N1","Regular","-","1,000.00","1,000.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2026"
"875SCFL27","Y9",,"-","-","-","-","-","-",,,"-"
"957SFIL28","NW",,"-","-","841.00","-","-","-",,,"-"
"948SCL27R","N1","Regular","9.48","1,000.00","990.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2027"
"SCL25924","N1","Regular","-","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2026"
"925SCL25Z","NE",,"-","-","-","-","-","-",,,"-"
"760PFCL35","N3","Regular","-","-","1,230.00","-","-","-",,,"17-Oct-2035"
"CIF27","NM","Regular","-","1,000.00","1,010.10","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","31-Jan-2027"
"1025NFL25","N5","Regular","10.25","1,000.00","998.05","-","-","-",,"CRISIL A Stable","18-Oct-2025"
"10IIFL28A","NE","Regular","10.00","1,000.00","979.00","-","-","-",,"CRISIL AA Negative / BWR AA+ Negative","24-Jun-2028"
"10ISFL26","N3","Regular","10.00","1,000.00","1,005.80","-","-","-",,"CRISIL AA-Positive /ACUITE AA- Stable","21-Dec-2026"
"753IRFC30","NJ","Regular","7.53","1,000.00","1,131.99","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","21-Dec-2030"
"81TCHF28","N8","Regular","8.10","1,000.00","1,010.15","-","-","-",,"CRISIL AAA STABLE / ICRA AAA STABLE","14-Jan-2028"
"835IFL25","NV","Regular","8.35","1,000.00","1,062.50","-","-","-",,"CRISIL AA Stable / ICRA AA Stable","28-Jun-2025"
"888IRFC29","NE","Regular","8.88","1,000.00","1,123.90","-0.04","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","26-Mar-2029"
"729NHAI26","NC","Regular","7.29","1,000.00","1,050.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","09-Mar-2026"
"774IREDA31","N7","Regular","-","-","1,114.50","-","-","-",,,"21-Jan-2031"
"1040NFL26","NA","Regular","10.40","1,000.00","995.00","-","-","-",,"CRISIL A/Stable","13-Jun-2026"
"889SCL26","NS",,"-","-","1,018.55","-","-","-",,,"-"
"965SCL26","YO",,"-","-","974.60","-","-","-",,,"-"
"889SCFL27","YC",,"-","-","945.51","-","-","-",,,"-"
"850IIFL27","NA","Regular","8.50","1,000.00","980.00","-","-","-",,"CRISIL AA Stable / BWR AA+  Negative","03-Jan-2027"
"863REC29","NC","Regular","8.63","1,000.00","1,499.90","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA ","24-Mar-2029"
"867NHPC33","N3","Regular","8.67","1,000.00","1,409.90","-","-","-",,"CARE AAA / ICRA AAA / IND AAA (IND) ","02-Nov-2033"
"753NTPC30E","NC","Regular","7.53","1,000.00","1,120.00","-","-","-",,"CRISIL AAA / CARE AAA / ICRA AAA STABLE","05-Oct-2030"
"880IREDA34","N6","Regular","8.80","1,000.00","1,245.00","-","-","-",,"CARE AAA (SO) / BWR AAA (SO) STABLE","13-Mar-2034"
"85IFL26","NX","Regular","8.50","1,000.00","1,025.80","-","-","-",,"CRISIL AA Stable / ICRA AA Stable","28-Jun-2026"
"93MOFSL34","N6","Regular","9.30","1,000.00","1,035.00","-","-","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2034"
"888NHB29","N5","Regular","8.88","5,000.00","5,600.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA STABLE","13-Jan-2029"
"85PFL26A","N7","Regular","10.75","1,000.00","1,175.00","-","-","-",,"BWR AA STABLE / ACUITE AA STABLE","06-May-2029"
"960IIFLS26","N9","Regular","9.60","1,000.00","1,050.80","-","-","-",,"CRISIL AA-/ACUITE AA ","21-Jun-2026"
"890SFIL23A","NZ",,"-","-","900.00","-","-","-",,,"-"
"85LTF26","NM","Regular","8.50","1,000.00","1,027.50","-","-","-",,"FITCH AA+","23-Dec-2026"
"990SCL26B","Y7",,"-","-","990.00","-","-","-",,,"-"
"990SCL27B","N1","Regular","9.90","1,000.00","950.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2027"
"12VCCL27A","N0",,"-","-","98,000.00","-","-","-",,,"-"
"12VCCL27","N0",,"-","-","98,000.00","-","-","-",,,"-"
"SCLZC26E","NP",,"-","-","1,107.50","-","-","-",,,"-"
"925SCL26W","N1","Regular","9.25","1,000.00","950.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2026"
"1025SCL35A","N1",,"-","-","970.00","-","-","-",,,"-"
"1040UCL27B","N1","Regular","10.40","1,000.00","1,005.00","-","-","-",,"IND A+/ Stable","24-Apr-2027"
"91MOFSL27","N2","Regular","9.10","1,000.00","1,062.00","-","-","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2027"
"931SFIL26A","NA",,"-","-","-","-","-","-",,,"-"
"971SCL30","N1",,"-","-","-","-","-","-",,,"-"
"SCL271224B","N1","Regular","-","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2027"
"725IRFC35","NH","Regular","7.25","1,000.00","1,220.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","21-Dec-2035"
"97SFIL26A","NC",,"-","-","-","-","-","-",,,"-"
"875PCHFL31","N9","Regular","8.75","1,000.00","-","-","-","-",,"CARE AA / ICRA AA ","23-Jul-2031"
"990SCL28","N1",,"-","-","1,030.00","-","-","-",,,"-"
"SCL271224","N1","Regular","-","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2026"
"975IIFL28","Y0",,"-","-","-","-","-","-",,,"-"
"IMC1","N2",,"-","-","252.50","-","-","-",,,"-"
"905LTF27","NF","Regular","9.05","1,000.00","1,029.00","-","-","-",,"FITCH AA+","15-Apr-2027"
"86CIFC29","NN","Regular","8.60","1,000.00","1,014.00","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","31-Jan-2029"
"888SCL25E","N4",,"-","-","999.90","-","-","-",,,"-"
"1015ECL29","NR","Regular","10.15","1,000.00","990.99","0.27","-","-",,"CRISIL AA STABLE / ICRA AA","04-Jan-2029"
"810IRFC27","N2","Regular","8.10","1,000.00","1,083.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","23-Feb-2027"
"888ERFL28","N5","Regular","8.88","1,000.00","939.00","-","-","-",,"CRISIL AA STABLE / ICRA AA STABLE","22-Mar-2028"
"97SFL29","YZ","Regular","9.70","1,000.00","1,052.00","-","-","-",,"CRISIL AA+ STABLE /  IND AA+ STABLE","06-Feb-2029"
"1102NFL26","N8","Regular","11.02","1,000.00","1,067.11","-","-","-",,"CRISIL A Stable","18-Jul-2026"
"105UCL2026","NB","Regular","10.50","1,000.00","999.90","-","-","-",,"FITCH A/Stable","27-May-2026"
"84TCHF28","NA","Regular","8.40","1,000.00","1,043.00","-","-","-",,"CRISIL AAA STABLE / ICRA AAA STABLE","14-Jan-2028"
